60,find_stream_aggregator,0.09958161999995355
60,find_relevant_streams,0.09467892500001472
60,find_stream_aggregator,0.10055331300001126
60,find_relevant_streams,0.09817442599998322
1,find_stream_aggregator,0.18981450000032782
1,find_relevant_streams,0.17195882400125265
1,find_stream_aggregator,0.1571424659974873
1,find_relevant_streams,0.0032065449990332125
1,find_stream_aggregator,0.002712829999625683
1,find_relevant_streams,0.0016325879991054535
120,find_stream_aggregator,0.18964937499910592
120,find_relevant_streams,0.12197205500304699
120,find_stream_aggregator,0.5700666959993541
120,find_relevant_streams,0.47942181799933314
120,find_stream_aggregator,0.09822412599995732
120,find_relevant_streams,0.10402779100090265
120,find_stream_aggregator,0.09935804400034248
120,find_relevant_streams,0.10268718500062823
120,find_stream_aggregator,0.09717292999848723
120,find_relevant_streams,0.10470933800004423
120,find_stream_aggregator,0.09605996300000698
120,find_relevant_streams,0.09588125699997181
120,find_stream_aggregator,0.1025507510000607
120,find_relevant_streams,0.09853619000001344
120,find_stream_aggregator,0.12343927600001917
120,find_relevant_streams,0.1051006650000345
120,find_stream_aggregator,0.10570367300044745
120,find_relevant_streams,0.09472362999990583
120,find_stream_aggregator,0.09712585199996829
120,find_relevant_streams,0.10224856099998579
120,find_stream_aggregator,0.03331750599993393
120,find_relevant_streams,0.0015006039999425412
120,find_stream_aggregator,0.1628424599999562
120,find_relevant_streams,0.10210681100003421
120,find_stream_aggregator,0.09849271399993449
120,find_relevant_streams,0.09929839099990204
120,find_stream_aggregator,0.10226179500017316
120,find_relevant_streams,0.1002523089996539
120,find_stream_aggregator,0.10409859099984169
120,find_relevant_streams,0.09962093599978834
1,find_stream_aggregator,0.0025157429995015263
1,find_relevant_streams,0.001394725000485778
1,find_stream_aggregator,0.0021973600005730986
1,find_relevant_streams,0.0010643159998580812
1,find_stream_aggregator,0.002230092999525368
1,find_relevant_streams,0.0012312050005421043
1,find_stream_aggregator,0.002215041999705136
1,find_relevant_streams,0.0010656939996406436
120,find_stream_aggregator,0.10228116300050169
120,find_relevant_streams,0.0942312839999795
1,find_stream_aggregator,0.002512039999477565
1,find_relevant_streams,0.001280005999840796
1,find_stream_aggregator,0.0022566459998488424
1,find_relevant_streams,0.0011298409998416901
300,find_stream_aggregator,0.101918451000005
300,find_relevant_streams,0.14919818999990822
60,find_stream_aggregator,0.10915598300099373
60,find_relevant_streams,0.09433475299924612
1,find_stream_aggregator,0.002620898999273777
1,find_relevant_streams,0.001097265999764204
300,find_stream_aggregator,0.09789879300072789
300,find_relevant_streams,0.10421872399933636
300,find_stream_aggregator,0.09762033799942584
300,find_relevant_streams,0.09977987200021744
300,find_stream_aggregator,0.08889381400030107
300,find_relevant_streams,0.1030737749999389
300,find_stream_aggregator,0.09913405499979853
300,find_relevant_streams,0.10107458100002259
